# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1135426	1138107	+	WP_003667960.1	WP_003667960.1		alanine--tRNA ligase	alaS	66585967	MC195_RS05515	2682	893	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1138407	1139972	+						66585968	MC195_RS05520	1566		old_locus_tag=MC195_05540
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1138407	1139972	+	WP_003660664.1	WP_003660664.1		peptide MFS transporter		66585968	MC195_RS05520	1566	521	
gene	pseudogene	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1140333	1140523	+						66585969	MC195_RS05525	191		partial;pseudo;old_locus_tag=MC195_05545
CDS	without_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1140333	1140523	+				IS982 family transposase		66585969	MC195_RS05525	191		partial;pseudo
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1140910	1142193	+						66585970	MC195_RS05530	1284		old_locus_tag=MC195_05550
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1140910	1142193	+	WP_003659286.1	WP_003659286.1		aspartate kinase		66585970	MC195_RS05530	1284	427	
gene	pseudogene	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1142409	1142576	+					csrA	66585971	MC195_RS05535	168		partial;pseudo;old_locus_tag=MC195_05555
CDS	without_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1142409	1142576	+				carbon storage regulator CsrA	csrA	66585971	MC195_RS05535	168		partial;pseudo
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1142675	1143022	+						66585972	MC195_RS05540	348		old_locus_tag=MC195_05560
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1142675	1143022	+	WP_003659283.1	WP_003659283.1		HopJ type III effector protein		66585972	MC195_RS05540	348	115	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1143283	1143519	+					rpmB	66585973	MC195_RS05545	237		old_locus_tag=MC195_05565
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1143283	1143519	+	WP_003659282.1	WP_003659282.1		50S ribosomal protein L28	rpmB	66585973	MC195_RS05545	237	78	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1143559	1143714	+					rpmG	66585974	MC195_RS05550	156		old_locus_tag=MC195_05570
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1143559	1143714	+	WP_003659281.1	WP_003659281.1		50S ribosomal protein L33	rpmG	66585974	MC195_RS05550	156	51	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1143795	1144550	+						66585975	MC195_RS05555	756		old_locus_tag=MC195_05575
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1143795	1144550	+	WP_081569920.1	WP_081569920.1		glutaminyl-peptide cyclotransferase		66585975	MC195_RS05555	756	251	
gene	ncRNA	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1144634	1144825	+					ssrS	66585976	MC195_RS05560	192		old_locus_tag=MC195_05580
ncRNA	other	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1144634	1144825	+				6S RNA	ssrS	66585976	MC195_RS05560	192		
gene	tRNA	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1144951	1145026	+						66585977	MC195_RS05565	76		old_locus_tag=MC195_05585
tRNA		GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1144951	1145026	+				tRNA-Asn		66585977	MC195_RS05565	76		anticodon=GTT
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1145250	1145918	-					purN	66585978	MC195_RS05570	669		old_locus_tag=MC195_05590
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1145250	1145918	-	WP_003659279.1	WP_003659279.1		phosphoribosylglycinamide formyltransferase	purN	66585978	MC195_RS05570	669	222	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1145918	1146964	-					purM	66585979	MC195_RS05575	1047		old_locus_tag=MC195_05595
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1145918	1146964	-	WP_003659278.1	WP_003659278.1		phosphoribosylformylglycinamidine cyclo-ligase	purM	66585979	MC195_RS05575	1047	348	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1147257	1148366	+						66585980	MC195_RS05580	1110		old_locus_tag=MC195_05600
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1147257	1148366	+	WP_003667948.1	WP_003667948.1		AI-2E family transporter		66585980	MC195_RS05580	1110	369	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1148529	1149293	+						66585981	MC195_RS05585	765		old_locus_tag=MC195_05605
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1148529	1149293	+	WP_003659276.1	WP_003659276.1		DnaA/Hda family protein		66585981	MC195_RS05585	765	254	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1149392	1150036	+						66585982	MC195_RS05590	645		old_locus_tag=MC195_05610
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1149392	1150036	+	WP_003659275.1	WP_003659275.1		DUF2057 domain-containing protein		66585982	MC195_RS05590	645	214	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1150280	1150537	-					rpmA	66585983	MC195_RS05595	258		old_locus_tag=MC195_05615
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1150280	1150537	-	WP_003659274.1	WP_003659274.1		50S ribosomal protein L27	rpmA	66585983	MC195_RS05595	258	85	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1150602	1150913	-					rplU	66585984	MC195_RS05600	312		old_locus_tag=MC195_05620
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1150602	1150913	-	WP_003660674.1	WP_003660674.1		50S ribosomal protein L21	rplU	66585984	MC195_RS05600	312	103	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1151080	1151997	-						66585985	MC195_RS05605	918		old_locus_tag=MC195_05625
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1151080	1151997	-	WP_003663244.1	WP_003663244.1		LysR family transcriptional regulator		66585985	MC195_RS05605	918	305	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1152251	1153312	+						66585986	MC195_RS05610	1062		old_locus_tag=MC195_05630
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1152251	1153312	+	WP_081569921.1	WP_081569921.1		NADH:flavin oxidoreductase/NADH oxidase		66585986	MC195_RS05610	1062	353	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1153418	1154077	+						66585987	MC195_RS05615	660		old_locus_tag=MC195_05635
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1153418	1154077	+	WP_003669165.1	WP_003669165.1		NAD(P)H-dependent oxidoreductase		66585987	MC195_RS05615	660	219	
gene	pseudogene	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1154118	1154985	+						66585989	MC195_RS05625	868		partial;pseudo;old_locus_tag=MC195_05645
CDS	without_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1154118	1154985	+				NAD(P)-dependent alcohol dehydrogenase		66585989	MC195_RS05625	868		partial;pseudo
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1155056	1157200	-						66585990	MC195_RS05630	2145		old_locus_tag=MC195_05650
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1155056	1157200	-	WP_081569923.1	WP_081569923.1		ATP-binding cassette domain-containing protein		66585990	MC195_RS05630	2145	714	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1157190	1158278	-						66585991	MC195_RS05635	1089		old_locus_tag=MC195_05655
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1157190	1158278	-	WP_081569924.1	WP_081569924.1		ThiF family adenylyltransferase		66585991	MC195_RS05635	1089	362	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1158262	1159413	-						66585992	MC195_RS05640	1152		old_locus_tag=MC195_05660
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1158262	1159413	-	WP_081569925.1	WP_081569925.1		ThiF family adenylyltransferase		66585992	MC195_RS05640	1152	383	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1159495	1159719	-						66585993	MC195_RS05645	225		old_locus_tag=MC195_05665
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1159495	1159719	-	WP_220699693.1	WP_220699693.1		hypothetical protein		66585993	MC195_RS05645	225	74	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1159944	1160549	+						66585994	MC195_RS05650	606		old_locus_tag=MC195_05670
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1159944	1160549	+	WP_003663254.1	WP_003663254.1		MBL fold metallo-hydrolase		66585994	MC195_RS05650	606	201	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1160516	1161267	-						66585995	MC195_RS05655	752		
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1160516	1161267	-	WP_120649228.1	WP_120649228.1		IS5 family transposase		66585995	MC195_RS05655	753	250	ribosomal_slippage
gene	pseudogene	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1161330	1161988	-						66585996	MC195_RS05660	659		pseudo;old_locus_tag=MC195_05685
CDS	without_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1161330	1161988	-				IS1595 family transposase		66585996	MC195_RS05660	659		pseudo
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1162789	1163307	-						66585997	MC195_RS05670	519		old_locus_tag=MC195_05695
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1162789	1163307	-	WP_003659245.1	WP_003659245.1		TPM domain-containing protein		66585997	MC195_RS05670	519	172	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1163307	1164374	-						66585998	MC195_RS05675	1068		old_locus_tag=MC195_05700
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1163307	1164374	-	WP_013107784.1	WP_013107784.1		TPM domain-containing protein		66585998	MC195_RS05675	1068	355	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1164397	1165020	-						66585999	MC195_RS05680	624		old_locus_tag=MC195_05705
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1164397	1165020	-	WP_003659240.1	WP_003659240.1		LemA family protein		66585999	MC195_RS05680	624	207	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1165442	1166947	+						66586000	MC195_RS05685	1506		old_locus_tag=MC195_05710
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1165442	1166947	+	WP_003659239.1	WP_003659239.1		alanine/glycine:cation symporter family protein		66586000	MC195_RS05685	1506	501	
gene	pseudogene	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1167158	1168666	-						66586001	MC195_RS05690	1509		pseudo;old_locus_tag=MC195_05715
CDS	without_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1167158	1168666	-				aldehyde dehydrogenase family protein		66586001	MC195_RS05690	1509		pseudo
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1168946	1170907	-					dsbD	66586002	MC195_RS05695	1962		old_locus_tag=MC195_05720
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1168946	1170907	-	WP_003663264.1	WP_003663264.1		protein-disulfide reductase DsbD	dsbD	66586002	MC195_RS05695	1962	653	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1171096	1171224	-					cydX	66586003	MC195_RS05700	129		old_locus_tag=MC195_05725
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1171096	1171224	-	WP_003659228.1	WP_003659228.1		cytochrome bd-I oxidase subunit CydX	cydX	66586003	MC195_RS05700	129	42	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1171305	1172453	-					cydB	66586004	MC195_RS05705	1149		old_locus_tag=MC195_05730
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1171305	1172453	-	WP_013107781.1	WP_013107781.1		cytochrome d ubiquinol oxidase subunit II	cydB	66586004	MC195_RS05705	1149	382	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1172456	1174060	-						66586005	MC195_RS05710	1605		old_locus_tag=MC195_05735
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1172456	1174060	-	WP_003659226.1	WP_003659226.1		cytochrome ubiquinol oxidase subunit I		66586005	MC195_RS05710	1605	534	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1174300	1174428	-						66586006	MC195_RS05715	129		old_locus_tag=MC195_05740
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1174300	1174428	-	WP_003659225.1	WP_003659225.1		methionine/alanine import family NSS transporter small subunit		66586006	MC195_RS05715	129	42	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1174444	1175931	-						66586007	MC195_RS05720	1488		old_locus_tag=MC195_05745
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1174444	1175931	-	WP_003667779.1	WP_003667779.1		sodium-dependent transporter		66586007	MC195_RS05720	1488	495	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1176311	1177084	-					lpxA	66586008	MC195_RS05725	774		old_locus_tag=MC195_05750
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1176311	1177084	-	WP_003667777.1	WP_003667777.1		acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase	lpxA	66586008	MC195_RS05725	774	257	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1177128	1177655	-					fabZ	66586009	MC195_RS05730	528		old_locus_tag=MC195_05755
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1177128	1177655	-	WP_003669183.1	WP_003669183.1		3-hydroxyacyl-ACP dehydratase FabZ	fabZ	66586009	MC195_RS05730	528	175	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1177766	1178779	-					lpxD	66586010	MC195_RS05735	1014		old_locus_tag=MC195_05760
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1177766	1178779	-	WP_003660699.1	WP_003660699.1		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	lpxD	66586010	MC195_RS05735	1014	337	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1178779	1181220	-					bamA	66586011	MC195_RS05740	2442		old_locus_tag=MC195_05765
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1178779	1181220	-	WP_003660701.1	WP_003660701.1		outer membrane protein assembly factor BamA	bamA	66586011	MC195_RS05740	2442	813	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1181393	1182766	-					rseP	66586012	MC195_RS05745	1374		old_locus_tag=MC195_05770
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1181393	1182766	-	WP_003659219.1	WP_003659219.1		RIP metalloprotease RseP	rseP	66586012	MC195_RS05745	1374	457	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1182763	1184007	-					dxr	66586013	MC195_RS05750	1245		old_locus_tag=MC195_05775
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1182763	1184007	-	WP_003659218.1	WP_003659218.1		1-deoxy-D-xylulose-5-phosphate reductoisomerase	dxr	66586013	MC195_RS05750	1245	414	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1184091	1184939	-						66586014	MC195_RS05755	849		old_locus_tag=MC195_05780
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1184091	1184939	-	WP_003659217.1	WP_003659217.1		phosphatidate cytidylyltransferase		66586014	MC195_RS05755	849	282	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1185006	1185752	-					uppS	66586015	MC195_RS05760	747		old_locus_tag=MC195_05785
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1185006	1185752	-	WP_003663268.1	WP_003663268.1		polyprenyl diphosphate synthase	uppS	66586015	MC195_RS05760	747	248	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1185849	1186403	-					frr	66586016	MC195_RS05765	555		old_locus_tag=MC195_05790
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1185849	1186403	-	WP_003659215.1	WP_003659215.1		ribosome recycling factor	frr	66586016	MC195_RS05765	555	184	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1186509	1187234	-					pyrH	66586017	MC195_RS05770	726		old_locus_tag=MC195_05795
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1186509	1187234	-	WP_003659214.1	WP_003659214.1		UMP kinase	pyrH	66586017	MC195_RS05770	726	241	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1187429	1189417	-					tkt	66586018	MC195_RS05775	1989		old_locus_tag=MC195_05800
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1187429	1189417	-	WP_003659212.1	WP_003659212.1		transketolase	tkt	66586018	MC195_RS05775	1989	662	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1189614	1190882	-					serS	66586019	MC195_RS05780	1269		old_locus_tag=MC195_05805
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1189614	1190882	-	WP_003660708.1	WP_003660708.1		serine--tRNA ligase	serS	66586019	MC195_RS05780	1269	422	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1191112	1191765	+						66586020	MC195_RS05785	654		old_locus_tag=MC195_05810
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1191112	1191765	+	WP_003663271.1	WP_003663271.1		YcxB family protein		66586020	MC195_RS05785	654	217	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1191765	1192181	+						66586021	MC195_RS05790	417		old_locus_tag=MC195_05815
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1191765	1192181	+	WP_081569926.1	WP_081569926.1		sulfurtransferase TusA family protein		66586021	MC195_RS05790	417	138	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1192627	1193481	+					rpoH	66586022	MC195_RS05795	855		old_locus_tag=MC195_05820
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1192627	1193481	+	WP_196758370.1	WP_196758370.1		RNA polymerase sigma factor RpoH	rpoH	66586022	MC195_RS05795	855	284	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1193559	1193942	+						66586023	MC195_RS05800	384		old_locus_tag=MC195_05825
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1193559	1193942	+	WP_003659203.1	WP_003659203.1		DUF423 domain-containing protein		66586023	MC195_RS05800	384	127	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1193979	1194179	+					thiS	66586024	MC195_RS05805	201		old_locus_tag=MC195_05830
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1193979	1194179	+	WP_003659201.1	WP_003659201.1		sulfur carrier protein ThiS	thiS	66586024	MC195_RS05805	201	66	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1194418	1195272	+						66586025	MC195_RS05810	855		old_locus_tag=MC195_05835
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1194418	1195272	+	WP_081569927.1	WP_081569927.1		nitrilase-related carbon-nitrogen hydrolase		66586025	MC195_RS05810	855	284	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1195313	1195987	-						66586026	MC195_RS05815	675		old_locus_tag=MC195_05840
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1195313	1195987	-	WP_003663276.1	WP_003663276.1		heme exporter protein CcmB		66586026	MC195_RS05815	675	224	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1195984	1196742	-					ccmA	66586027	MC195_RS05820	759		old_locus_tag=MC195_05845
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1195984	1196742	-	WP_003659197.1	WP_003659197.1		heme ABC exporter ATP-binding protein CcmA	ccmA	66586027	MC195_RS05820	759	252	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1196934	1197659	+						66586028	MC195_RS05825	726		old_locus_tag=MC195_05850
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1196934	1197659	+	WP_172830164.1	WP_172830164.1		YbjN domain-containing protein		66586028	MC195_RS05825	726	241	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1197695	1198600	+						66586029	MC195_RS05830	906		old_locus_tag=MC195_05855
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1197695	1198600	+	WP_081569928.1	WP_081569928.1		histone deacetylase		66586029	MC195_RS05830	906	301	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1198597	1198974	-						66586030	MC195_RS05835	378		old_locus_tag=MC195_05860
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1198597	1198974	-	WP_081569929.1	WP_081569929.1		PIN domain-containing protein		66586030	MC195_RS05835	378	125	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1198964	1199236	-						66586031	MC195_RS05840	273		old_locus_tag=MC195_05865
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1198964	1199236	-	WP_064621273.1	WP_064621273.1		hypothetical protein		66586031	MC195_RS05840	273	90	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1199306	1199920	-						66586032	MC195_RS05845	615		old_locus_tag=MC195_05870
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1199306	1199920	-	WP_081569930.1	WP_081569930.1		DUF4326 domain-containing protein		66586032	MC195_RS05845	615	204	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1199917	1200372	-						66586033	MC195_RS05850	456		old_locus_tag=MC195_05875
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1199917	1200372	-	WP_081569931.1	WP_081569931.1		DUF488 domain-containing protein		66586033	MC195_RS05850	456	151	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1200386	1201063	-						66586034	MC195_RS05855	678		old_locus_tag=MC195_05880
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1200386	1201063	-	WP_081569932.1	WP_081569932.1		hypothetical protein		66586034	MC195_RS05855	678	225	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1201132	1204059	-						66586035	MC195_RS05860	2928		old_locus_tag=MC195_05885
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1201132	1204059	-	WP_081569933.1	WP_081569933.1		valine--tRNA ligase		66586035	MC195_RS05860	2928	975	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1204346	1205803	+						66586036	MC195_RS05865	1458		old_locus_tag=MC195_05890
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1204346	1205803	+	WP_197711696.1	WP_197711696.1		DASS family sodium-coupled anion symporter		66586036	MC195_RS05865	1458	485	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1205888	1206736	-						66586037	MC195_RS05870	849		old_locus_tag=MC195_05895
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1205888	1206736	-	WP_081569934.1	WP_081569934.1		nucleoside-diphosphate sugar epimerase		66586037	MC195_RS05870	849	282	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1206738	1208585	-						66586038	MC195_RS05875	1848		old_locus_tag=MC195_05900
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1206738	1208585	-	WP_081569935.1	WP_081569935.1		DUF4105 domain-containing protein		66586038	MC195_RS05875	1848	615	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1208720	1209307	+					ampD	66586039	MC195_RS05880	588		old_locus_tag=MC195_05905
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1208720	1209307	+	WP_003669210.1	WP_003669210.1		1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	ampD	66586039	MC195_RS05880	588	195	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1209484	1211034	+					murJ	66586040	MC195_RS05885	1551		old_locus_tag=MC195_05910
CDS	with_protein	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1209484	1211034	+	WP_003659184.1	WP_003659184.1		murein biosynthesis integral membrane protein MurJ	murJ	66586040	MC195_RS05885	1551	516	
gene	protein_coding	GCF_002080125.1	Primary Assembly	chromosome		NZ_CP018059.1	1211231	1211746	+						66586041	MC195_RS05890	516		old_locus_tag=MC195_05915
